"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2020","2020",89.7,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2021","2021",88.7,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","GRC","Greece","2022","2022",88.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2010","2010",80,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2011","2011",78.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2012","2012",81.1,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2013","2013",82.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2014","2014",82.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2015","2015",83.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2016","2016",84.3,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2017","2017",82.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2018","2018",81.9,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2019","2019",79.9,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2020","2020",83.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2021","2021",82.7,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SVK","Slovak Republic","2022","2022",84.2,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2010","2010",62.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2011","2011",59,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2012","2012",59.5,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2013","2013",58.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2014","2014",59.4,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2015","2015",59.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",57.8,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",59.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",59.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",58.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2020","2020",60.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2021","2021",63,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2022","2022",62.6,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",87.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",86.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",87.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",84.2,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",85.1,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",82.1,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",82.5,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",82.4,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2018","2018",79.8,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2019","2019",83.5,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2020","2020",85.5,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2021","2021",84,,
"SRECFE56","Good/very good health, females aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2022","2022",80.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2010","2010",58.7,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2011","2011",63.4,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2012","2012",61.8,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2013","2013",57,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2014","2014",54.6,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2015","2015",55.1,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2016","2016",55.9,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2017","2017",57.4,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2018","2018",55.4,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2019","2019",57.7,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2020","2020",55.4,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2021","2021",52.1,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ESP","Spain","2022","2022",52.4,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2010","2010",82.1,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2011","2011",81.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2012","2012",80.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2013","2013",83.2,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2014","2014",82.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2015","2015",81.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",83.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",80.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",82.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",81.9,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",82.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2021","2021",81.5,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","DNK","Denmark","2022","2022",76.4,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",86.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",84.4,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",85.3,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",83.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",83.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",82.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",82,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",81.6,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2018","2018",78.8,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2019","2019",82,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2020","2020",82,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2021","2021",84.1,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2022","2022",81.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2010","2010",79.8,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2011","2011",80.8,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2012","2012",80.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2013","2013",76.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2014","2014",72.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2015","2015",72.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2016","2016",72.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2017","2017",73.1,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2018","2018",73.7,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2019","2019",75.7,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2020","2020",73,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2021","2021",69.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","PRT","Portugal","2022","2022",66.7,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2010","2010",62.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2011","2011",59.7,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2012","2012",60.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2013","2013",59.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2014","2014",60.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2015","2015",60,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2016","2016",58.6,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2017","2017",59.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2018","2018",60.1,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2019","2019",59.7,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2020","2020",61.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2021","2021",64.9,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","CZE","Czech Republic","2022","2022",64.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2010","2010",81.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2011","2011",84.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2012","2012",79.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2013","2013",82,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2014","2014",82.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2015","2015",80.7,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2016","2016",80.1,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2017","2017",83.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2018","2018",80.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2019","2019",80.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2020","2020",78.4,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2021","2021",77.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","DNK","Denmark","2022","2022",77.5,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2010","2010",50.1,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2011","2011",50.9,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2012","2012",50.2,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2013","2013",44.2,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2014","2014",52.4,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2015","2015",54.3,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2016","2016",51.2,"D","Difference in methodology"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2017","2017",46.3,"B","Break"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2018","2018",44.1,"B","Break"
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2019","2019",45.6,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2020","2020",46.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","ISR","Israel","2021","2021",48.5,"B","Break"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","AUS","Australia","2011","2011",82.6,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","AUS","Australia","2014","2014",85.4,"D","Difference in methodology"
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","AUS","Australia","2017","2017",84.1,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2010","2010",83.9,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2011","2011",83.6,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2012","2012",83.7,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2013","2013",83.6,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2014","2014",84,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2015","2015",84.1,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2016","2016",84.3,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2017","2017",83.5,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2018","2018",84.2,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2019","2019",82.9,"B; D","Break; Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2020","2020",83.4,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","USA","United States","2021","2021",83.4,"D","Difference in methodology"
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",48.8,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",46,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",48.6,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",46.4,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",48.3,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",50,,
"SRECTO34","Good/very good health, total aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",53,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2010","2010",85,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2011","2011",82.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2012","2012",83.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2013","2013",82.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2014","2014",82,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2015","2015",82.3,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",81.4,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",80.7,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2018","2018",77.8,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2019","2019",80.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2020","2020",78.5,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2021","2021",84.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2022","2022",81.4,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2011","2011",76.8,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2012","2012",78.2,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2013","2013",76.2,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2014","2014",76.6,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2015","2015",79.9,"B; D","Break; Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2016","2016",77,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2017","2017",78.5,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2018","2018",77,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2019","2019",77.4,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2020","2020",80.3,"D","Difference in methodology"
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CAN","Canada","2021","2021",78.8,"D","Difference in methodology"
